/data/xunjian_yin/miniconda3/envs/apex/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:2978: UserWarning: torch.distributed._all_gather_base is a private function and will be deprecated. Please use torch.distributed.all_gather_into_tensor instead.
  warnings.warn(
(min, max) time across ranks (ms):
    load-checkpoint ................................: (58356.41, 58356.57)
(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (64279.22, 64309.93)
    train/valid/test-data-iterators-setup ..........: (130936.87, 134026.11)
/data/xunjian_yin/miniconda3/envs/apex/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:3387: UserWarning: torch.distributed._reduce_scatter_base is a private function and will be deprecated. Please use torch.distributed.reduce_scatter_tensor instead.
  warnings.warn(
/data/xunjian_yin/mycode/MAP-NEO/Megatron-LM-NEO/megatron/training.py:533: UserWarning: The torch.cuda.*DtypeTensor constructors are no longer recommended. It's best to use methods such as torch.tensor(data, dtype=*, device='cuda') to create tensors. (Triggered internally at /opt/conda/conda-bld/pytorch_1716905975447/work/torch/csrc/tensor/python_tensor.cpp:78.)
  key, torch.cuda.FloatTensor([0.0])) + loss_dict[key]
 iteration     8001/   51900 | consumed samples:      8193024 | elapsed time per iteration (ms): 45353.6 | learning rate: 1.937E-04 | global batch size:  1024 | lm loss: 2.050100E+00 | loss scale: 1.0 | grad norm: 0.094 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10437/   51900 | consumed samples:     10687488 | elapsed time per iteration (ms): 37916.7 | learning rate: 1.876E-04 | global batch size:  1024 | lm loss: 1.980785E+00 | loss scale: 1.0 | grad norm: 0.088 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10438/   51900 | consumed samples:     10688512 | elapsed time per iteration (ms): 37890.1 | learning rate: 1.876E-04 | global batch size:  1024 | lm loss: 1.971206E+00 | loss scale: 1.0 | grad norm: 0.088 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10439/   51900 | consumed samples:     10689536 | elapsed time per iteration (ms): 37910.1 | learning rate: 1.876E-04 | global batch size:  1024 | lm loss: 1.989040E+00 | loss scale: 1.0 | grad norm: 0.094 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10440/   51900 | consumed samples:     10690560 | elapsed time per iteration (ms): 37918.3 | learning rate: 1.876E-04 | global batch size:  1024 | lm loss: 1.996127E+00 | loss scale: 1.0 | grad norm: 0.094 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10441/   51900 | consumed samples:     10691584 | elapsed time per iteration (ms): 37928.0 | learning rate: 1.876E-04 | global batch size:  1024 | lm loss: 1.988165E+00 | loss scale: 1.0 | grad norm: 0.097 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10442/   51900 | consumed samples:     10692608 | elapsed time per iteration (ms): 37911.7 | learning rate: 1.876E-04 | global batch size:  1024 | lm loss: 1.987163E+00 | loss scale: 1.0 | grad norm: 0.125 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10443/   51900 | consumed samples:     10693632 | elapsed time per iteration (ms): 37909.0 | learning rate: 1.876E-04 | global batch size:  1024 | lm loss: 1.994328E+00 | loss scale: 1.0 | grad norm: 0.123 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10444/   51900 | consumed samples:     10694656 | elapsed time per iteration (ms): 37899.0 | learning rate: 1.876E-04 | global batch size:  1024 | lm loss: 1.985933E+00 | loss scale: 1.0 | grad norm: 0.080 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10445/   51900 | consumed samples:     10695680 | elapsed time per iteration (ms): 37909.3 | learning rate: 1.876E-04 | global batch size:  1024 | lm loss: 2.000576E+00 | loss scale: 1.0 | grad norm: 0.098 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10446/   51900 | consumed samples:     10696704 | elapsed time per iteration (ms): 37943.6 | learning rate: 1.876E-04 | global batch size:  1024 | lm loss: 1.991852E+00 | loss scale: 1.0 | grad norm: 0.103 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10447/   51900 | consumed samples:     10697728 | elapsed time per iteration (ms): 37896.6 | learning rate: 1.876E-04 | global batch size:  1024 | lm loss: 1.980692E+00 | loss scale: 1.0 | grad norm: 0.081 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10448/   51900 | consumed samples:     10698752 | elapsed time per iteration (ms): 37896.8 | learning rate: 1.876E-04 | global batch size:  1024 | lm loss: 1.989659E+00 | loss scale: 1.0 | grad norm: 0.085 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10449/   51900 | consumed samples:     10699776 | elapsed time per iteration (ms): 37922.6 | learning rate: 1.876E-04 | global batch size:  1024 | lm loss: 1.978965E+00 | loss scale: 1.0 | grad norm: 0.086 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10450/   51900 | consumed samples:     10700800 | elapsed time per iteration (ms): 37936.7 | learning rate: 1.876E-04 | global batch size:  1024 | lm loss: 1.998531E+00 | loss scale: 1.0 | grad norm: 0.086 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10451/   51900 | consumed samples:     10701824 | elapsed time per iteration (ms): 37911.2 | learning rate: 1.876E-04 | global batch size:  1024 | lm loss: 1.976352E+00 | loss scale: 1.0 | grad norm: 0.078 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10452/   51900 | consumed samples:     10702848 | elapsed time per iteration (ms): 37924.5 | learning rate: 1.876E-04 | global batch size:  1024 | lm loss: 1.986755E+00 | loss scale: 1.0 | grad norm: 0.084 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10453/   51900 | consumed samples:     10703872 | elapsed time per iteration (ms): 37957.5 | learning rate: 1.876E-04 | global batch size:  1024 | lm loss: 2.003503E+00 | loss scale: 1.0 | grad norm: 0.083 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10454/   51900 | consumed samples:     10704896 | elapsed time per iteration (ms): 37925.7 | learning rate: 1.876E-04 | global batch size:  1024 | lm loss: 1.984465E+00 | loss scale: 1.0 | grad norm: 0.087 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10455/   51900 | consumed samples:     10705920 | elapsed time per iteration (ms): 37890.3 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.998351E+00 | loss scale: 1.0 | grad norm: 0.081 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10456/   51900 | consumed samples:     10706944 | elapsed time per iteration (ms): 37895.8 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.979412E+00 | loss scale: 1.0 | grad norm: 0.083 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10457/   51900 | consumed samples:     10707968 | elapsed time per iteration (ms): 37909.8 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 2.003779E+00 | loss scale: 1.0 | grad norm: 0.089 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10458/   51900 | consumed samples:     10708992 | elapsed time per iteration (ms): 37913.6 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.972972E+00 | loss scale: 1.0 | grad norm: 0.089 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10459/   51900 | consumed samples:     10710016 | elapsed time per iteration (ms): 37913.5 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.981786E+00 | loss scale: 1.0 | grad norm: 0.078 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10460/   51900 | consumed samples:     10711040 | elapsed time per iteration (ms): 37922.8 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.986070E+00 | loss scale: 1.0 | grad norm: 0.072 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10461/   51900 | consumed samples:     10712064 | elapsed time per iteration (ms): 37898.3 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.985710E+00 | loss scale: 1.0 | grad norm: 0.074 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10462/   51900 | consumed samples:     10713088 | elapsed time per iteration (ms): 37933.3 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.951972E+00 | loss scale: 1.0 | grad norm: 0.086 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10463/   51900 | consumed samples:     10714112 | elapsed time per iteration (ms): 37902.7 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.972292E+00 | loss scale: 1.0 | grad norm: 0.089 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10464/   51900 | consumed samples:     10715136 | elapsed time per iteration (ms): 37897.7 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.976866E+00 | loss scale: 1.0 | grad norm: 0.087 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10465/   51900 | consumed samples:     10716160 | elapsed time per iteration (ms): 37917.0 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.973988E+00 | loss scale: 1.0 | grad norm: 0.082 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10466/   51900 | consumed samples:     10717184 | elapsed time per iteration (ms): 37896.3 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.996692E+00 | loss scale: 1.0 | grad norm: 0.089 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10467/   51900 | consumed samples:     10718208 | elapsed time per iteration (ms): 37956.5 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.981641E+00 | loss scale: 1.0 | grad norm: 0.091 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10468/   51900 | consumed samples:     10719232 | elapsed time per iteration (ms): 37900.5 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.983347E+00 | loss scale: 1.0 | grad norm: 0.075 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10469/   51900 | consumed samples:     10720256 | elapsed time per iteration (ms): 37893.2 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.962900E+00 | loss scale: 1.0 | grad norm: 0.072 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10470/   51900 | consumed samples:     10721280 | elapsed time per iteration (ms): 37895.0 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.991960E+00 | loss scale: 1.0 | grad norm: 0.077 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10471/   51900 | consumed samples:     10722304 | elapsed time per iteration (ms): 37936.2 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.983246E+00 | loss scale: 1.0 | grad norm: 0.095 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10472/   51900 | consumed samples:     10723328 | elapsed time per iteration (ms): 37945.9 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.990444E+00 | loss scale: 1.0 | grad norm: 0.097 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10473/   51900 | consumed samples:     10724352 | elapsed time per iteration (ms): 37918.8 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 2.000306E+00 | loss scale: 1.0 | grad norm: 0.092 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10474/   51900 | consumed samples:     10725376 | elapsed time per iteration (ms): 37925.9 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.984085E+00 | loss scale: 1.0 | grad norm: 0.089 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10475/   51900 | consumed samples:     10726400 | elapsed time per iteration (ms): 37933.9 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.968582E+00 | loss scale: 1.0 | grad norm: 0.085 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10476/   51900 | consumed samples:     10727424 | elapsed time per iteration (ms): 37933.4 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.976848E+00 | loss scale: 1.0 | grad norm: 0.084 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10477/   51900 | consumed samples:     10728448 | elapsed time per iteration (ms): 37934.3 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.972128E+00 | loss scale: 1.0 | grad norm: 0.089 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10478/   51900 | consumed samples:     10729472 | elapsed time per iteration (ms): 37905.9 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.981260E+00 | loss scale: 1.0 | grad norm: 0.075 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10479/   51900 | consumed samples:     10730496 | elapsed time per iteration (ms): 37933.5 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.971574E+00 | loss scale: 1.0 | grad norm: 0.072 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10480/   51900 | consumed samples:     10731520 | elapsed time per iteration (ms): 37928.8 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.987821E+00 | loss scale: 1.0 | grad norm: 0.075 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10481/   51900 | consumed samples:     10732544 | elapsed time per iteration (ms): 37894.5 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.985464E+00 | loss scale: 1.0 | grad norm: 0.076 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10482/   51900 | consumed samples:     10733568 | elapsed time per iteration (ms): 37924.0 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.968915E+00 | loss scale: 1.0 | grad norm: 0.078 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10483/   51900 | consumed samples:     10734592 | elapsed time per iteration (ms): 37961.7 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.999152E+00 | loss scale: 1.0 | grad norm: 0.079 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10484/   51900 | consumed samples:     10735616 | elapsed time per iteration (ms): 37893.6 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.979638E+00 | loss scale: 1.0 | grad norm: 0.079 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10485/   51900 | consumed samples:     10736640 | elapsed time per iteration (ms): 37886.9 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 2.010316E+00 | loss scale: 1.0 | grad norm: 0.082 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10486/   51900 | consumed samples:     10737664 | elapsed time per iteration (ms): 37897.3 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.991814E+00 | loss scale: 1.0 | grad norm: 0.082 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10487/   51900 | consumed samples:     10738688 | elapsed time per iteration (ms): 37964.5 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.963023E+00 | loss scale: 1.0 | grad norm: 0.082 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10488/   51900 | consumed samples:     10739712 | elapsed time per iteration (ms): 37939.6 | learning rate: 1.875E-04 | global batch size:  1024 | lm loss: 1.976097E+00 | loss scale: 1.0 | grad norm: 0.082 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10489/   51900 | consumed samples:     10740736 | elapsed time per iteration (ms): 37897.2 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.974831E+00 | loss scale: 1.0 | grad norm: 0.084 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10490/   51900 | consumed samples:     10741760 | elapsed time per iteration (ms): 37912.4 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.988137E+00 | loss scale: 1.0 | grad norm: 0.092 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10491/   51900 | consumed samples:     10742784 | elapsed time per iteration (ms): 37888.5 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.970553E+00 | loss scale: 1.0 | grad norm: 0.098 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10492/   51900 | consumed samples:     10743808 | elapsed time per iteration (ms): 37906.5 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 2.010418E+00 | loss scale: 1.0 | grad norm: 0.091 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10493/   51900 | consumed samples:     10744832 | elapsed time per iteration (ms): 37901.1 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.975688E+00 | loss scale: 1.0 | grad norm: 0.113 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10494/   51900 | consumed samples:     10745856 | elapsed time per iteration (ms): 37903.9 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.973997E+00 | loss scale: 1.0 | grad norm: 0.091 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10495/   51900 | consumed samples:     10746880 | elapsed time per iteration (ms): 37901.6 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.989424E+00 | loss scale: 1.0 | grad norm: 0.084 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10496/   51900 | consumed samples:     10747904 | elapsed time per iteration (ms): 37899.1 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 2.003558E+00 | loss scale: 1.0 | grad norm: 0.092 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10497/   51900 | consumed samples:     10748928 | elapsed time per iteration (ms): 37864.1 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.981456E+00 | loss scale: 1.0 | grad norm: 0.092 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10498/   51900 | consumed samples:     10749952 | elapsed time per iteration (ms): 37916.1 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.999426E+00 | loss scale: 1.0 | grad norm: 0.086 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10499/   51900 | consumed samples:     10750976 | elapsed time per iteration (ms): 37893.3 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.985596E+00 | loss scale: 1.0 | grad norm: 0.094 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10500/   51900 | consumed samples:     10752000 | elapsed time per iteration (ms): 37924.0 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.974113E+00 | loss scale: 1.0 | grad norm: 0.091 | number of skipped iterations:   0 | number of nan iterations:   0 |
(min, max) time across ranks (ms):
    save-checkpoint ................................: (112270.60, 112270.68)
 iteration    10501/   51900 | consumed samples:     10753024 | elapsed time per iteration (ms): 37567.4 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.989964E+00 | loss scale: 1.0 | grad norm: 0.096 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10502/   51900 | consumed samples:     10754048 | elapsed time per iteration (ms): 37886.7 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.984477E+00 | loss scale: 1.0 | grad norm: 0.105 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10503/   51900 | consumed samples:     10755072 | elapsed time per iteration (ms): 37891.4 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.975653E+00 | loss scale: 1.0 | grad norm: 0.106 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10504/   51900 | consumed samples:     10756096 | elapsed time per iteration (ms): 37943.9 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.984742E+00 | loss scale: 1.0 | grad norm: 0.099 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10505/   51900 | consumed samples:     10757120 | elapsed time per iteration (ms): 37897.3 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.992405E+00 | loss scale: 1.0 | grad norm: 0.100 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10506/   51900 | consumed samples:     10758144 | elapsed time per iteration (ms): 37888.8 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.989983E+00 | loss scale: 1.0 | grad norm: 0.094 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10507/   51900 | consumed samples:     10759168 | elapsed time per iteration (ms): 37924.9 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.964710E+00 | loss scale: 1.0 | grad norm: 0.105 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10508/   51900 | consumed samples:     10760192 | elapsed time per iteration (ms): 37878.1 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 2.004564E+00 | loss scale: 1.0 | grad norm: 0.102 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10509/   51900 | consumed samples:     10761216 | elapsed time per iteration (ms): 37936.0 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.965233E+00 | loss scale: 1.0 | grad norm: 0.086 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10510/   51900 | consumed samples:     10762240 | elapsed time per iteration (ms): 37873.9 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.985398E+00 | loss scale: 1.0 | grad norm: 0.084 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10511/   51900 | consumed samples:     10763264 | elapsed time per iteration (ms): 37911.4 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.950165E+00 | loss scale: 1.0 | grad norm: 0.095 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10512/   51900 | consumed samples:     10764288 | elapsed time per iteration (ms): 37866.0 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.999607E+00 | loss scale: 1.0 | grad norm: 0.084 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10513/   51900 | consumed samples:     10765312 | elapsed time per iteration (ms): 37914.9 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.994706E+00 | loss scale: 1.0 | grad norm: 0.089 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10514/   51900 | consumed samples:     10766336 | elapsed time per iteration (ms): 37915.3 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.973875E+00 | loss scale: 1.0 | grad norm: 0.076 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10515/   51900 | consumed samples:     10767360 | elapsed time per iteration (ms): 37934.3 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.972620E+00 | loss scale: 1.0 | grad norm: 0.076 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10516/   51900 | consumed samples:     10768384 | elapsed time per iteration (ms): 37902.5 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.990296E+00 | loss scale: 1.0 | grad norm: 0.076 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10517/   51900 | consumed samples:     10769408 | elapsed time per iteration (ms): 37905.0 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.993249E+00 | loss scale: 1.0 | grad norm: 0.075 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10518/   51900 | consumed samples:     10770432 | elapsed time per iteration (ms): 37922.2 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.967471E+00 | loss scale: 1.0 | grad norm: 0.075 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10519/   51900 | consumed samples:     10771456 | elapsed time per iteration (ms): 37918.5 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.984347E+00 | loss scale: 1.0 | grad norm: 0.085 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10520/   51900 | consumed samples:     10772480 | elapsed time per iteration (ms): 37933.8 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.966278E+00 | loss scale: 1.0 | grad norm: 0.076 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10521/   51900 | consumed samples:     10773504 | elapsed time per iteration (ms): 37902.0 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.980957E+00 | loss scale: 1.0 | grad norm: 0.078 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10522/   51900 | consumed samples:     10774528 | elapsed time per iteration (ms): 37916.5 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.993763E+00 | loss scale: 1.0 | grad norm: 0.081 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10523/   51900 | consumed samples:     10775552 | elapsed time per iteration (ms): 37941.5 | learning rate: 1.874E-04 | global batch size:  1024 | lm loss: 1.990044E+00 | loss scale: 1.0 | grad norm: 0.083 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10524/   51900 | consumed samples:     10776576 | elapsed time per iteration (ms): 37904.3 | learning rate: 1.873E-04 | global batch size:  1024 | lm loss: 1.978716E+00 | loss scale: 1.0 | grad norm: 0.088 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10525/   51900 | consumed samples:     10777600 | elapsed time per iteration (ms): 37916.1 | learning rate: 1.873E-04 | global batch size:  1024 | lm loss: 2.004258E+00 | loss scale: 1.0 | grad norm: 0.562 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10526/   51900 | consumed samples:     10778624 | elapsed time per iteration (ms): 37909.7 | learning rate: 1.873E-04 | global batch size:  1024 | lm loss: 1.982396E+00 | loss scale: 1.0 | grad norm: 0.094 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10527/   51900 | consumed samples:     10779648 | elapsed time per iteration (ms): 37919.6 | learning rate: 1.873E-04 | global batch size:  1024 | lm loss: 1.974091E+00 | loss scale: 1.0 | grad norm: 0.098 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10528/   51900 | consumed samples:     10780672 | elapsed time per iteration (ms): 37884.2 | learning rate: 1.873E-04 | global batch size:  1024 | lm loss: 1.986699E+00 | loss scale: 1.0 | grad norm: 0.097 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10529/   51900 | consumed samples:     10781696 | elapsed time per iteration (ms): 37912.9 | learning rate: 1.873E-04 | global batch size:  1024 | lm loss: 1.987387E+00 | loss scale: 1.0 | grad norm: 0.103 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10530/   51900 | consumed samples:     10782720 | elapsed time per iteration (ms): 37889.5 | learning rate: 1.873E-04 | global batch size:  1024 | lm loss: 1.985490E+00 | loss scale: 1.0 | grad norm: 0.116 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10531/   51900 | consumed samples:     10783744 | elapsed time per iteration (ms): 37944.8 | learning rate: 1.873E-04 | global batch size:  1024 | lm loss: 1.989029E+00 | loss scale: 1.0 | grad norm: 0.100 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10532/   51900 | consumed samples:     10784768 | elapsed time per iteration (ms): 37918.7 | learning rate: 1.873E-04 | global batch size:  1024 | lm loss: 1.982145E+00 | loss scale: 1.0 | grad norm: 0.085 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10533/   51900 | consumed samples:     10785792 | elapsed time per iteration (ms): 37901.3 | learning rate: 1.873E-04 | global batch size:  1024 | lm loss: 1.973051E+00 | loss scale: 1.0 | grad norm: 0.091 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10534/   51900 | consumed samples:     10786816 | elapsed time per iteration (ms): 37916.3 | learning rate: 1.873E-04 | global batch size:  1024 | lm loss: 1.998259E+00 | loss scale: 1.0 | grad norm: 0.085 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10535/   51900 | consumed samples:     10787840 | elapsed time per iteration (ms): 37914.8 | learning rate: 1.873E-04 | global batch size:  1024 | lm loss: 1.988111E+00 | loss scale: 1.0 | grad norm: 0.079 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    10536/   51900 | consumed samples:     10788864 | elapsed time per iteration (ms): 37937.0 | learning rate: 1.873E-04 | global batch size:  1024 | lm loss: 1.982660E+00 | loss scale: 1.0 | grad norm: 0.082 | number of skipped iterations:   0 | number of nan iterations:   0 |
