/data/xunjian_yin/miniconda3/envs/apex/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:2978: UserWarning: torch.distributed._all_gather_base is a private function and will be deprecated. Please use torch.distributed.all_gather_into_tensor instead.
  warnings.warn(
(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (2102.79, 6217.37)
    train/valid/test-data-iterators-setup ..........: (78921.49, 82822.24)
/data/xunjian_yin/miniconda3/envs/apex/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:3387: UserWarning: torch.distributed._reduce_scatter_base is a private function and will be deprecated. Please use torch.distributed.reduce_scatter_tensor instead.
  warnings.warn(
/data/xunjian_yin/mycode/MAP-NEO/Megatron-LM-NEO/megatron/training.py:533: UserWarning: The torch.cuda.*DtypeTensor constructors are no longer recommended. It's best to use methods such as torch.tensor(data, dtype=*, device='cuda') to create tensors. (Triggered internally at /opt/conda/conda-bld/pytorch_1716905975447/work/torch/csrc/tensor/python_tensor.cpp:78.)
  key, torch.cuda.FloatTensor([0.0])) + loss_dict[key]
 iteration        1/   51900 | consumed samples:         1024 | elapsed time per iteration (ms): 52794.2 | learning rate: 1.000E-07 | global batch size:  1024 | lm loss: 1.172341E+01 | loss scale: 1.0 | grad norm: 39.729 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1897/   51900 | consumed samples:      1942528 | elapsed time per iteration (ms): 40390.9 | learning rate: 1.897E-04 | global batch size:  1024 | lm loss: 2.455326E+00 | loss scale: 1.0 | grad norm: 0.284 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1898/   51900 | consumed samples:      1943552 | elapsed time per iteration (ms): 40388.7 | learning rate: 1.898E-04 | global batch size:  1024 | lm loss: 2.441226E+00 | loss scale: 1.0 | grad norm: 0.168 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1899/   51900 | consumed samples:      1944576 | elapsed time per iteration (ms): 40374.9 | learning rate: 1.899E-04 | global batch size:  1024 | lm loss: 2.466333E+00 | loss scale: 1.0 | grad norm: 0.152 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1900/   51900 | consumed samples:      1945600 | elapsed time per iteration (ms): 40358.1 | learning rate: 1.900E-04 | global batch size:  1024 | lm loss: 2.458988E+00 | loss scale: 1.0 | grad norm: 0.154 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1901/   51900 | consumed samples:      1946624 | elapsed time per iteration (ms): 40399.3 | learning rate: 1.901E-04 | global batch size:  1024 | lm loss: 2.466702E+00 | loss scale: 1.0 | grad norm: 0.164 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1902/   51900 | consumed samples:      1947648 | elapsed time per iteration (ms): 40389.6 | learning rate: 1.902E-04 | global batch size:  1024 | lm loss: 2.448265E+00 | loss scale: 1.0 | grad norm: 0.175 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1903/   51900 | consumed samples:      1948672 | elapsed time per iteration (ms): 40376.8 | learning rate: 1.903E-04 | global batch size:  1024 | lm loss: 2.478142E+00 | loss scale: 1.0 | grad norm: 0.178 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1904/   51900 | consumed samples:      1949696 | elapsed time per iteration (ms): 40369.3 | learning rate: 1.904E-04 | global batch size:  1024 | lm loss: 2.451960E+00 | loss scale: 1.0 | grad norm: 0.178 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1905/   51900 | consumed samples:      1950720 | elapsed time per iteration (ms): 40358.3 | learning rate: 1.905E-04 | global batch size:  1024 | lm loss: 2.469592E+00 | loss scale: 1.0 | grad norm: 0.187 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1906/   51900 | consumed samples:      1951744 | elapsed time per iteration (ms): 40373.5 | learning rate: 1.906E-04 | global batch size:  1024 | lm loss: 2.467338E+00 | loss scale: 1.0 | grad norm: 0.251 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1907/   51900 | consumed samples:      1952768 | elapsed time per iteration (ms): 40388.9 | learning rate: 1.907E-04 | global batch size:  1024 | lm loss: 2.485351E+00 | loss scale: 1.0 | grad norm: 0.280 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1908/   51900 | consumed samples:      1953792 | elapsed time per iteration (ms): 40372.9 | learning rate: 1.908E-04 | global batch size:  1024 | lm loss: 2.476611E+00 | loss scale: 1.0 | grad norm: 0.292 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1909/   51900 | consumed samples:      1954816 | elapsed time per iteration (ms): 40359.6 | learning rate: 1.909E-04 | global batch size:  1024 | lm loss: 2.476569E+00 | loss scale: 1.0 | grad norm: 0.265 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1910/   51900 | consumed samples:      1955840 | elapsed time per iteration (ms): 40360.3 | learning rate: 1.910E-04 | global batch size:  1024 | lm loss: 2.475899E+00 | loss scale: 1.0 | grad norm: 0.353 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1911/   51900 | consumed samples:      1956864 | elapsed time per iteration (ms): 40389.5 | learning rate: 1.911E-04 | global batch size:  1024 | lm loss: 2.469751E+00 | loss scale: 1.0 | grad norm: 0.305 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1912/   51900 | consumed samples:      1957888 | elapsed time per iteration (ms): 40401.5 | learning rate: 1.912E-04 | global batch size:  1024 | lm loss: 2.466929E+00 | loss scale: 1.0 | grad norm: 0.453 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1913/   51900 | consumed samples:      1958912 | elapsed time per iteration (ms): 40383.4 | learning rate: 1.913E-04 | global batch size:  1024 | lm loss: 2.468585E+00 | loss scale: 1.0 | grad norm: 0.486 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1914/   51900 | consumed samples:      1959936 | elapsed time per iteration (ms): 40383.5 | learning rate: 1.914E-04 | global batch size:  1024 | lm loss: 2.502903E+00 | loss scale: 1.0 | grad norm: 0.447 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1915/   51900 | consumed samples:      1960960 | elapsed time per iteration (ms): 40369.3 | learning rate: 1.915E-04 | global batch size:  1024 | lm loss: 2.494075E+00 | loss scale: 1.0 | grad norm: 0.587 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1916/   51900 | consumed samples:      1961984 | elapsed time per iteration (ms): 40379.4 | learning rate: 1.916E-04 | global batch size:  1024 | lm loss: 2.501110E+00 | loss scale: 1.0 | grad norm: 0.896 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1917/   51900 | consumed samples:      1963008 | elapsed time per iteration (ms): 40384.6 | learning rate: 1.917E-04 | global batch size:  1024 | lm loss: 2.500484E+00 | loss scale: 1.0 | grad norm: 0.407 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1918/   51900 | consumed samples:      1964032 | elapsed time per iteration (ms): 40381.1 | learning rate: 1.918E-04 | global batch size:  1024 | lm loss: 2.493966E+00 | loss scale: 1.0 | grad norm: 0.773 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1919/   51900 | consumed samples:      1965056 | elapsed time per iteration (ms): 40381.6 | learning rate: 1.919E-04 | global batch size:  1024 | lm loss: 2.499150E+00 | loss scale: 1.0 | grad norm: 0.379 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1920/   51900 | consumed samples:      1966080 | elapsed time per iteration (ms): 40368.1 | learning rate: 1.920E-04 | global batch size:  1024 | lm loss: 2.533550E+00 | loss scale: 1.0 | grad norm: 0.576 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1921/   51900 | consumed samples:      1967104 | elapsed time per iteration (ms): 40368.5 | learning rate: 1.921E-04 | global batch size:  1024 | lm loss: 2.526731E+00 | loss scale: 1.0 | grad norm: 0.399 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1922/   51900 | consumed samples:      1968128 | elapsed time per iteration (ms): 40391.8 | learning rate: 1.922E-04 | global batch size:  1024 | lm loss: 2.502801E+00 | loss scale: 1.0 | grad norm: 0.429 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1923/   51900 | consumed samples:      1969152 | elapsed time per iteration (ms): 40391.8 | learning rate: 1.923E-04 | global batch size:  1024 | lm loss: 2.513706E+00 | loss scale: 1.0 | grad norm: 0.386 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1924/   51900 | consumed samples:      1970176 | elapsed time per iteration (ms): 40385.6 | learning rate: 1.924E-04 | global batch size:  1024 | lm loss: 2.497148E+00 | loss scale: 1.0 | grad norm: 0.343 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1925/   51900 | consumed samples:      1971200 | elapsed time per iteration (ms): 40389.0 | learning rate: 1.925E-04 | global batch size:  1024 | lm loss: 2.493497E+00 | loss scale: 1.0 | grad norm: 0.230 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1926/   51900 | consumed samples:      1972224 | elapsed time per iteration (ms): 40394.6 | learning rate: 1.926E-04 | global batch size:  1024 | lm loss: 2.483820E+00 | loss scale: 1.0 | grad norm: 0.303 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1927/   51900 | consumed samples:      1973248 | elapsed time per iteration (ms): 40381.8 | learning rate: 1.927E-04 | global batch size:  1024 | lm loss: 2.533188E+00 | loss scale: 1.0 | grad norm: 0.239 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1928/   51900 | consumed samples:      1974272 | elapsed time per iteration (ms): 40388.2 | learning rate: 1.928E-04 | global batch size:  1024 | lm loss: 2.487334E+00 | loss scale: 1.0 | grad norm: 0.235 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1929/   51900 | consumed samples:      1975296 | elapsed time per iteration (ms): 40403.2 | learning rate: 1.929E-04 | global batch size:  1024 | lm loss: 2.506506E+00 | loss scale: 1.0 | grad norm: 0.215 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1930/   51900 | consumed samples:      1976320 | elapsed time per iteration (ms): 40364.5 | learning rate: 1.930E-04 | global batch size:  1024 | lm loss: 2.483330E+00 | loss scale: 1.0 | grad norm: 0.182 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1931/   51900 | consumed samples:      1977344 | elapsed time per iteration (ms): 40372.1 | learning rate: 1.931E-04 | global batch size:  1024 | lm loss: 2.507027E+00 | loss scale: 1.0 | grad norm: 1.415 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1932/   51900 | consumed samples:      1978368 | elapsed time per iteration (ms): 40373.3 | learning rate: 1.932E-04 | global batch size:  1024 | lm loss: 2.486169E+00 | loss scale: 1.0 | grad norm: 0.149 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1933/   51900 | consumed samples:      1979392 | elapsed time per iteration (ms): 40386.9 | learning rate: 1.933E-04 | global batch size:  1024 | lm loss: 2.468767E+00 | loss scale: 1.0 | grad norm: 0.729 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1934/   51900 | consumed samples:      1980416 | elapsed time per iteration (ms): 40372.9 | learning rate: 1.934E-04 | global batch size:  1024 | lm loss: 2.464414E+00 | loss scale: 1.0 | grad norm: 0.202 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1935/   51900 | consumed samples:      1981440 | elapsed time per iteration (ms): 40387.3 | learning rate: 1.935E-04 | global batch size:  1024 | lm loss: 2.444443E+00 | loss scale: 1.0 | grad norm: 2.248 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1936/   51900 | consumed samples:      1982464 | elapsed time per iteration (ms): 40368.6 | learning rate: 1.936E-04 | global batch size:  1024 | lm loss: 2.494787E+00 | loss scale: 1.0 | grad norm: 0.475 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1937/   51900 | consumed samples:      1983488 | elapsed time per iteration (ms): 40394.3 | learning rate: 1.937E-04 | global batch size:  1024 | lm loss: 2.502945E+00 | loss scale: 1.0 | grad norm: 0.771 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1938/   51900 | consumed samples:      1984512 | elapsed time per iteration (ms): 40377.6 | learning rate: 1.938E-04 | global batch size:  1024 | lm loss: 2.512495E+00 | loss scale: 1.0 | grad norm: 0.531 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1939/   51900 | consumed samples:      1985536 | elapsed time per iteration (ms): 40406.2 | learning rate: 1.939E-04 | global batch size:  1024 | lm loss: 2.515857E+00 | loss scale: 1.0 | grad norm: 0.660 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1940/   51900 | consumed samples:      1986560 | elapsed time per iteration (ms): 40385.9 | learning rate: 1.940E-04 | global batch size:  1024 | lm loss: 2.503850E+00 | loss scale: 1.0 | grad norm: 0.685 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1941/   51900 | consumed samples:      1987584 | elapsed time per iteration (ms): 40389.9 | learning rate: 1.941E-04 | global batch size:  1024 | lm loss: 2.518498E+00 | loss scale: 1.0 | grad norm: 0.606 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1942/   51900 | consumed samples:      1988608 | elapsed time per iteration (ms): 40384.8 | learning rate: 1.942E-04 | global batch size:  1024 | lm loss: 2.640025E+00 | loss scale: 1.0 | grad norm: 4.216 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1943/   51900 | consumed samples:      1989632 | elapsed time per iteration (ms): 40385.5 | learning rate: 1.943E-04 | global batch size:  1024 | lm loss: 2.584178E+00 | loss scale: 1.0 | grad norm: 0.594 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1944/   51900 | consumed samples:      1990656 | elapsed time per iteration (ms): 40386.0 | learning rate: 1.944E-04 | global batch size:  1024 | lm loss: 2.585067E+00 | loss scale: 1.0 | grad norm: 1.464 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1945/   51900 | consumed samples:      1991680 | elapsed time per iteration (ms): 40380.2 | learning rate: 1.945E-04 | global batch size:  1024 | lm loss: 2.632360E+00 | loss scale: 1.0 | grad norm: 2.024 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1946/   51900 | consumed samples:      1992704 | elapsed time per iteration (ms): 40371.3 | learning rate: 1.946E-04 | global batch size:  1024 | lm loss: 2.697321E+00 | loss scale: 1.0 | grad norm: 1.557 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1947/   51900 | consumed samples:      1993728 | elapsed time per iteration (ms): 40393.6 | learning rate: 1.947E-04 | global batch size:  1024 | lm loss: 2.609256E+00 | loss scale: 1.0 | grad norm: 0.980 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1948/   51900 | consumed samples:      1994752 | elapsed time per iteration (ms): 40378.3 | learning rate: 1.948E-04 | global batch size:  1024 | lm loss: 2.611952E+00 | loss scale: 1.0 | grad norm: 1.379 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1949/   51900 | consumed samples:      1995776 | elapsed time per iteration (ms): 40367.1 | learning rate: 1.949E-04 | global batch size:  1024 | lm loss: 2.724210E+00 | loss scale: 1.0 | grad norm: 2.424 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1950/   51900 | consumed samples:      1996800 | elapsed time per iteration (ms): 40367.2 | learning rate: 1.950E-04 | global batch size:  1024 | lm loss: 2.729141E+00 | loss scale: 1.0 | grad norm: 4.402 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1951/   51900 | consumed samples:      1997824 | elapsed time per iteration (ms): 40359.0 | learning rate: 1.951E-04 | global batch size:  1024 | lm loss: 2.676465E+00 | loss scale: 1.0 | grad norm: 1.738 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1952/   51900 | consumed samples:      1998848 | elapsed time per iteration (ms): 40407.2 | learning rate: 1.952E-04 | global batch size:  1024 | lm loss: 2.682472E+00 | loss scale: 1.0 | grad norm: 1.512 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1953/   51900 | consumed samples:      1999872 | elapsed time per iteration (ms): 40372.6 | learning rate: 1.953E-04 | global batch size:  1024 | lm loss: 2.678667E+00 | loss scale: 1.0 | grad norm: 7.505 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1954/   51900 | consumed samples:      2000896 | elapsed time per iteration (ms): 40380.3 | learning rate: 1.954E-04 | global batch size:  1024 | lm loss: 2.673796E+00 | loss scale: 1.0 | grad norm: 1.108 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1955/   51900 | consumed samples:      2001920 | elapsed time per iteration (ms): 40382.2 | learning rate: 1.955E-04 | global batch size:  1024 | lm loss: 2.656674E+00 | loss scale: 1.0 | grad norm: 1.044 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1956/   51900 | consumed samples:      2002944 | elapsed time per iteration (ms): 40412.5 | learning rate: 1.956E-04 | global batch size:  1024 | lm loss: 2.729158E+00 | loss scale: 1.0 | grad norm: 5.955 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1957/   51900 | consumed samples:      2003968 | elapsed time per iteration (ms): 40361.2 | learning rate: 1.957E-04 | global batch size:  1024 | lm loss: 2.833097E+00 | loss scale: 1.0 | grad norm: 7.408 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1958/   51900 | consumed samples:      2004992 | elapsed time per iteration (ms): 40367.5 | learning rate: 1.958E-04 | global batch size:  1024 | lm loss: 2.890047E+00 | loss scale: 1.0 | grad norm: 5.506 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1959/   51900 | consumed samples:      2006016 | elapsed time per iteration (ms): 40367.9 | learning rate: 1.959E-04 | global batch size:  1024 | lm loss: 2.791017E+00 | loss scale: 1.0 | grad norm: 2.421 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1960/   51900 | consumed samples:      2007040 | elapsed time per iteration (ms): 40367.4 | learning rate: 1.960E-04 | global batch size:  1024 | lm loss: 2.693332E+00 | loss scale: 1.0 | grad norm: 1.603 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1961/   51900 | consumed samples:      2008064 | elapsed time per iteration (ms): 40390.5 | learning rate: 1.961E-04 | global batch size:  1024 | lm loss: 2.639401E+00 | loss scale: 1.0 | grad norm: 0.880 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1962/   51900 | consumed samples:      2009088 | elapsed time per iteration (ms): 40446.4 | learning rate: 1.962E-04 | global batch size:  1024 | lm loss: 2.678305E+00 | loss scale: 1.0 | grad norm: 1.318 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1963/   51900 | consumed samples:      2010112 | elapsed time per iteration (ms): 40380.8 | learning rate: 1.963E-04 | global batch size:  1024 | lm loss: 2.630442E+00 | loss scale: 1.0 | grad norm: 1.822 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1964/   51900 | consumed samples:      2011136 | elapsed time per iteration (ms): 40385.1 | learning rate: 1.964E-04 | global batch size:  1024 | lm loss: 2.602557E+00 | loss scale: 1.0 | grad norm: 0.528 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1965/   51900 | consumed samples:      2012160 | elapsed time per iteration (ms): 40383.7 | learning rate: 1.965E-04 | global batch size:  1024 | lm loss: 2.603546E+00 | loss scale: 1.0 | grad norm: 0.545 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1966/   51900 | consumed samples:      2013184 | elapsed time per iteration (ms): 40382.0 | learning rate: 1.966E-04 | global batch size:  1024 | lm loss: 2.593808E+00 | loss scale: 1.0 | grad norm: 0.841 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1967/   51900 | consumed samples:      2014208 | elapsed time per iteration (ms): 40388.0 | learning rate: 1.967E-04 | global batch size:  1024 | lm loss: 2.579407E+00 | loss scale: 1.0 | grad norm: 0.705 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1968/   51900 | consumed samples:      2015232 | elapsed time per iteration (ms): 40395.9 | learning rate: 1.968E-04 | global batch size:  1024 | lm loss: 2.577825E+00 | loss scale: 1.0 | grad norm: 0.612 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1969/   51900 | consumed samples:      2016256 | elapsed time per iteration (ms): 40382.0 | learning rate: 1.969E-04 | global batch size:  1024 | lm loss: 2.542191E+00 | loss scale: 1.0 | grad norm: 0.414 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1970/   51900 | consumed samples:      2017280 | elapsed time per iteration (ms): 40385.4 | learning rate: 1.970E-04 | global batch size:  1024 | lm loss: 2.550964E+00 | loss scale: 1.0 | grad norm: 0.312 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1971/   51900 | consumed samples:      2018304 | elapsed time per iteration (ms): 40387.1 | learning rate: 1.971E-04 | global batch size:  1024 | lm loss: 2.531791E+00 | loss scale: 1.0 | grad norm: 0.205 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1972/   51900 | consumed samples:      2019328 | elapsed time per iteration (ms): 40391.6 | learning rate: 1.972E-04 | global batch size:  1024 | lm loss: 2.500038E+00 | loss scale: 1.0 | grad norm: 0.190 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1973/   51900 | consumed samples:      2020352 | elapsed time per iteration (ms): 40360.8 | learning rate: 1.973E-04 | global batch size:  1024 | lm loss: 2.507661E+00 | loss scale: 1.0 | grad norm: 0.199 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1974/   51900 | consumed samples:      2021376 | elapsed time per iteration (ms): 40390.8 | learning rate: 1.974E-04 | global batch size:  1024 | lm loss: 2.500203E+00 | loss scale: 1.0 | grad norm: 0.150 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1975/   51900 | consumed samples:      2022400 | elapsed time per iteration (ms): 40372.5 | learning rate: 1.975E-04 | global batch size:  1024 | lm loss: 2.527301E+00 | loss scale: 1.0 | grad norm: 0.183 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1976/   51900 | consumed samples:      2023424 | elapsed time per iteration (ms): 40368.0 | learning rate: 1.976E-04 | global batch size:  1024 | lm loss: 2.482198E+00 | loss scale: 1.0 | grad norm: 0.166 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1977/   51900 | consumed samples:      2024448 | elapsed time per iteration (ms): 40367.4 | learning rate: 1.977E-04 | global batch size:  1024 | lm loss: 2.500529E+00 | loss scale: 1.0 | grad norm: 0.136 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1978/   51900 | consumed samples:      2025472 | elapsed time per iteration (ms): 40366.5 | learning rate: 1.978E-04 | global batch size:  1024 | lm loss: 2.463506E+00 | loss scale: 1.0 | grad norm: 0.142 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1979/   51900 | consumed samples:      2026496 | elapsed time per iteration (ms): 40376.9 | learning rate: 1.979E-04 | global batch size:  1024 | lm loss: 2.463545E+00 | loss scale: 1.0 | grad norm: 0.116 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1980/   51900 | consumed samples:      2027520 | elapsed time per iteration (ms): 40396.0 | learning rate: 1.980E-04 | global batch size:  1024 | lm loss: 2.480688E+00 | loss scale: 1.0 | grad norm: 0.144 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1981/   51900 | consumed samples:      2028544 | elapsed time per iteration (ms): 40396.0 | learning rate: 1.981E-04 | global batch size:  1024 | lm loss: 2.484686E+00 | loss scale: 1.0 | grad norm: 0.120 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1982/   51900 | consumed samples:      2029568 | elapsed time per iteration (ms): 40392.2 | learning rate: 1.982E-04 | global batch size:  1024 | lm loss: 2.481695E+00 | loss scale: 1.0 | grad norm: 0.115 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1983/   51900 | consumed samples:      2030592 | elapsed time per iteration (ms): 40402.1 | learning rate: 1.983E-04 | global batch size:  1024 | lm loss: 2.495779E+00 | loss scale: 1.0 | grad norm: 0.112 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1984/   51900 | consumed samples:      2031616 | elapsed time per iteration (ms): 40405.1 | learning rate: 1.984E-04 | global batch size:  1024 | lm loss: 2.474370E+00 | loss scale: 1.0 | grad norm: 0.102 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1985/   51900 | consumed samples:      2032640 | elapsed time per iteration (ms): 40385.3 | learning rate: 1.985E-04 | global batch size:  1024 | lm loss: 2.471554E+00 | loss scale: 1.0 | grad norm: 0.100 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1986/   51900 | consumed samples:      2033664 | elapsed time per iteration (ms): 40409.3 | learning rate: 1.986E-04 | global batch size:  1024 | lm loss: 2.472095E+00 | loss scale: 1.0 | grad norm: 0.110 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1987/   51900 | consumed samples:      2034688 | elapsed time per iteration (ms): 40396.2 | learning rate: 1.987E-04 | global batch size:  1024 | lm loss: 2.468350E+00 | loss scale: 1.0 | grad norm: 0.100 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1988/   51900 | consumed samples:      2035712 | elapsed time per iteration (ms): 40401.8 | learning rate: 1.988E-04 | global batch size:  1024 | lm loss: 2.470166E+00 | loss scale: 1.0 | grad norm: 0.259 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1989/   51900 | consumed samples:      2036736 | elapsed time per iteration (ms): 40396.3 | learning rate: 1.989E-04 | global batch size:  1024 | lm loss: 2.465915E+00 | loss scale: 1.0 | grad norm: 0.096 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1990/   51900 | consumed samples:      2037760 | elapsed time per iteration (ms): 40345.2 | learning rate: 1.990E-04 | global batch size:  1024 | lm loss: 2.446828E+00 | loss scale: 1.0 | grad norm: 0.099 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1991/   51900 | consumed samples:      2038784 | elapsed time per iteration (ms): 40393.6 | learning rate: 1.991E-04 | global batch size:  1024 | lm loss: 2.459284E+00 | loss scale: 1.0 | grad norm: 0.098 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1992/   51900 | consumed samples:      2039808 | elapsed time per iteration (ms): 40384.8 | learning rate: 1.992E-04 | global batch size:  1024 | lm loss: 2.451346E+00 | loss scale: 1.0 | grad norm: 0.100 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1993/   51900 | consumed samples:      2040832 | elapsed time per iteration (ms): 40390.8 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.437021E+00 | loss scale: 1.0 | grad norm: 0.125 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1994/   51900 | consumed samples:      2041856 | elapsed time per iteration (ms): 40409.7 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.445369E+00 | loss scale: 1.0 | grad norm: 0.115 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1995/   51900 | consumed samples:      2042880 | elapsed time per iteration (ms): 40403.0 | learning rate: 1.995E-04 | global batch size:  1024 | lm loss: 2.435501E+00 | loss scale: 1.0 | grad norm: 0.110 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1996/   51900 | consumed samples:      2043904 | elapsed time per iteration (ms): 40408.6 | learning rate: 1.996E-04 | global batch size:  1024 | lm loss: 2.475659E+00 | loss scale: 1.0 | grad norm: 0.142 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     1997/   51900 | consumed samples:      2044928 | elapsed time per iteration (ms): 40395.6 | learning rate: 1.997E-04 | global batch size:  1024 | lm loss: 2.452432E+00 | loss scale: 1.0 | grad norm: 0.203 | number of skipped iterations:   0 | number of nan iterations:   0 |
